Country Group,Country,indicator code,ISO,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY,latitude,longitude
Emerging Europe,Kosovo,NID_NGDP,UVK,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2016. Base year changes as new data is released - previous year's prices Chain-weighted: No Primary domestic currency: Euro Data last updated: 09/2023,35,33,36,35,2022.0,42.602636,20.902977
Emerging Europe,Kosovo,PCPIPCH,UVK,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3,0,3,12,2022.0,42.602636,20.902977
Emerging Europe,Kosovo,LP,UVK,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 09/2023,2,2,2,2,2021.0,42.602636,20.902977
Emerging Europe,Moldova,NGDP,MDA,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 Notes: National accounts data from 2010 onwards sourced from the latest update by the National Bureau of Statistics. National accounts data prior to 2010 have been back spliced by IMF staff. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1995. The National Statistics Office is using 2010 as a base year while this submission is based on 1995. Chain-weighted: No Primary domestic currency: Moldovan leu Data last updated: 08/2023,206,200,242,276,2022.0,47.411631,28.369885
Emerging Europe,Moldova,NGDPD,MDA,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",12,12,14,15,2022.0,47.411631,28.369885
Emerging Europe,Moldova,PPPEX,MDA,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",6,6,6,7,2022.0,47.411631,28.369885
Emerging Europe,Moldova,NID_NGDP,MDA,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 Notes: National accounts data from 2010 onwards sourced from the latest update by the National Bureau of Statistics. National accounts data prior to 2010 have been back spliced by IMF staff. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 1995. The National Statistics Office is using 2010 as a base year while this submission is based on 1995. Chain-weighted: No Primary domestic currency: Moldovan leu Data last updated: 08/2023,25,23,26,24,2022.0,47.411631,28.369885
Emerging Europe,Moldova,PCPIPCH,MDA,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5,4,5,29,2022.0,47.411631,28.369885
Emerging Europe,Moldova,LP,MDA,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: Moldovan leu Data last updated: 08/2023,3,3,3,3,2019.0,47.411631,28.369885
Emerging Europe,Montenegro,NGDP,MNE,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. MONSTAT Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Euro Data last updated: 09/2023,5,4,5,6,2021.0,42.708678,19.37439
Emerging Europe,Montenegro,NGDPD,MNE,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",6,5,6,6,2021.0,42.708678,19.37439
Emerging Europe,Montenegro,PPPEX,MNE,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2021.0,42.708678,19.37439
Emerging Europe,Montenegro,NID_NGDP,MNE,Total investment,Percent of GDP,,Source: National Statistics Office. MONSTAT Latest actual data: 2021 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Euro Data last updated: 09/2023,32,31,27,29,2021.0,42.708678,19.37439
Emerging Europe,Montenegro,PCPIPCH,MNE,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",0,0,2,13,2022.0,42.708678,19.37439
Emerging Europe,Montenegro,LP,MNE,Population,Persons,Millions,Source: National Statistics Office. MONSTAT Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 09/2023,1,1,1,1,2021.0,42.708678,19.37439
Emerging Europe,Poland,NGDP,POL,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Polish zloty Data last updated: 09/2023",2288,2338,2631,3078,2022.0,51.919438,19.145136
Emerging Europe,Poland,NGDPD,POL,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",596,599,681,691,2022.0,51.919438,19.145136
Emerging Europe,Poland,PPPEX,POL,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,51.919438,19.145136
Emerging Europe,Poland,NID_NGDP,POL,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2015 Primary domestic currency: Polish zloty Data last updated: 09/2023",20,19,22,24,2022.0,51.919438,19.145136
Emerging Europe,Poland,PCPIPCH,POL,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,3,5,14,2022.0,51.919438,19.145136
Emerging Europe,Poland,LP,POL,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Polish zloty Data last updated: 09/2023,38,38,38,38,2022.0,51.919438,19.145136
Emerging Europe,Romania,NGDP,ROU,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Romanian leu Data last updated: 09/2023",1064,1067,1187,1410,2022.0,45.943161,24.96676
Emerging Europe,Romania,NGDPD,ROU,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",251,252,286,301,2022.0,45.943161,24.96676
Emerging Europe,Romania,PPPEX,ROU,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2022.0,45.943161,24.96676
Emerging Europe,Romania,NID_NGDP,ROU,Total investment,Percent of GDP,,"Source: National Statistics Office. Source: Eurostat and National Institute of Statistics. Minor differences between National Statistical Office and Eurostat. Latest actual data: 2022 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 2000 Primary domestic currency: Romanian leu Data last updated: 09/2023",24,25,26,27,2022.0,45.943161,24.96676
Emerging Europe,Romania,PCPIPCH,ROU,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4,3,5,14,2022.0,45.943161,24.96676
Emerging Europe,Romania,LP,ROU,Population,Persons,Millions,"Source: National Statistics Office. We use data from Haver Analytics. The previously reported series from Eurostat is not available anymore. The current series is reported by the Romanian National Institute of Statistics (INSSE). The new series uses a new method, which better accounts for migration on a national basis. As a result, the historical data series on population was adjusted. Latest actual data: 2022 Primary domestic currency: Romanian leu Data last updated: 09/2023",19,19,19,19,2022.0,45.943161,24.96676
Emerging Latin America,Argentina,LP,ARG,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2010 Notes: Based on the National Census of 2010 Primary domestic currency: Argentine peso Data last updated: 09/2023,45,45,46,46,2010.0,-38.416097,-63.616672
Emerging Latin America,Argentina,NGDP,ARG,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Argentine peso Data last updated: 09/2023,21802,27481,46346,82436,2022.0,-38.416097,-63.616672
Emerging Latin America,Argentina,NGDPD,ARG,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",452,389,487,631,2022.0,-38.416097,-63.616672
Emerging Latin America,Argentina,PPPEX,ARG,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",21,29,42,67,2022.0,-38.416097,-63.616672
Emerging Latin America,Argentina,NID_NGDP,ARG,Total investment,Percent of GDP,,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Argentine peso Data last updated: 09/2023,14,16,18,18,2022.0,-38.416097,-63.616672
Emerging Latin America,Argentina,PCPIPCH,ARG,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",54,42,48,72,2022.0,-38.416097,-63.616672
Emerging Europe,Russia,NGDP,RUS,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2022 Notes: Gross capital formation includes statistical discrepancy. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2021. The discrepancy in historical national account comes from source data which recently got rebased. In the new methodology they rebased all the components of GDP to 2021 prices. Chain-weighted: Yes, from 1995 Primary domestic currency: Russian ruble Data last updated: 09/2023",109608,107658,135295,153435,2022.0,61.52401,105.318756
Emerging Europe,Russia,NGDPD,RUS,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",1696,1488,1837,2244,2022.0,61.52401,105.318756
