Country Group,ISO,indicator code,Country,Subject Descriptor,Units,Scale,notes,2019,2020,2021,2022,FY
Emerging Asia,MNG,NID_NGDP,Mongolia,Total investment,Percent of GDP,,Source: National Statistics Office. Discrepancies rise from staff estimates based on the balance of payment data and the authorities' data on net exports at constant price. Latest actual data: 2022 Notes: Data prior to 1991 cannot be confirmed by national sources. Data after 2000 has been rebased National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: No Primary domestic currency: Mongolian tˆgrˆg Data last updated: 08/2023,36,22,37,40,2022.0
Emerging Asia,MNG,PCPIPCH,Mongolia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",7,4,7,15,2022.0
Emerging Asia,MNG,LP,Mongolia,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2021 Primary domestic currency: Mongolian tˆgrˆg Data last updated: 08/2023,3,3,3,3,2021.0
Emerging Asia,MMR,NGDP,Myanmar,"Gross domestic product, current prices",National currency,Billions,Source: Ministry of National Planning and Economic Development. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency after the change of fiscal year from April-March to October-September. Latest actual data: FY2019/20. FY(t/t+1) = CY(t+1) National accounts manual used: Other GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September. In 2018 Myanmar authorities changed the fiscal year to 1 October to 30 September from previously 1 April to 31 March. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency. Base year: FY2015/16 Chain-weighted: No Primary domestic currency: Myanmar kyat Data last updated: 08/2023,105259,115106,98654,117625,2020.0
Emerging Asia,MMR,PPPEX,Myanmar,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",394,412,412,450,2020.0
Emerging Asia,MMR,NID_NGDP,Myanmar,Total investment,Percent of GDP,,Source: Ministry of National Planning and Economic Development. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency after the change of fiscal year from April-March to October-September. Latest actual data: FY2019/20. FY(t/t+1) = CY(t+1) National accounts manual used: Other GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: October/September. In 2018 Myanmar authorities changed the fiscal year to 1 October to 30 September from previously 1 April to 31 March. Historical data up to 2015/16 have been re-estimated by IMF staff to ensure data consistency. Base year: FY2015/16 Chain-weighted: No Primary domestic currency: Myanmar kyat Data last updated: 08/2023,32,32,32,32,2020.0
Emerging Asia,MMR,PCPIPCH,Myanmar,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",9,6,4,16,2021.0
Emerging Asia,MMR,LP,Myanmar,Population,Persons,Millions,Source: Department of Labour Latest actual data: FY2014/15 Primary domestic currency: Myanmar kyat Data last updated: 08/2023,53,53,54,54,2015.0
Emerging Asia,NRU,NGDP,Nauru,"Gross domestic product, current prices",National currency,Billions,"Source: Nauru Authorities, IMF staff estimates Latest actual data: FY2019/20 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: July/June Base year: FY2012/13 Chain-weighted: No Primary domestic currency: Australian dollar Data last updated: 09/2023",0,0,0,0,2020.0
Emerging Asia,NRU,NGDPD,Nauru,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2020.0
Emerging Asia,NRU,PPPEX,Nauru,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,2,2,2020.0
Emerging Asia,NRU,NID_NGDP,Nauru,Total investment,Percent of GDP,,,0,0,0,0,
Emerging Asia,NRU,PCPIPCH,Nauru,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4,1,2,5,2021.0
Emerging Asia,NPL,NGDP,Nepal,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: FY2022/23 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: August/July. Fiscal year starts on July 16th, and ends July 15th the following year Base year: FY2010/11. Data prior to 2010/11 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 08/2023",3859,3889,4353,4934,2023.0
Emerging Asia,NPL,NGDPD,Nepal,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",34,33,37,41,2023.0
Emerging Asia,NPL,PPPEX,Nepal,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",33,33,34,34,2023.0
Emerging Asia,TLS,LP,Timor-Leste,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2019 Primary domestic currency: US dollar Data last updated: 08/2023,1,1,1,1,2019.0
Emerging Asia,NPL,NID_NGDP,Nepal,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: FY2022/23 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices. Data refer to fiscal years Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t) Start/end months of reporting year: August/July. Fiscal year starts on July 16th, and ends July 15th the following year Base year: FY2010/11. Data prior to 2010/11 were estimated by IMF staff by using data splicing Chain-weighted: No Primary domestic currency: Nepalese rupee Data last updated: 08/2023",41,30,35,37,2023.0
Emerging Asia,NPL,PCPIPCH,Nepal,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5,6,4,6,2022.0
Emerging Asia,NPL,LP,Nepal,Population,Persons,Millions,Source: International Financial Institution. WDI database Latest actual data: 2021 Primary domestic currency: Nepalese rupee Data last updated: 08/2023,29,29,30,30,2021.0
Emerging Asia,PLW,NGDP,Palau,"Gross domestic product, current prices",National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: FY2021/22 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: October/September Base year: FY2018/19 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2023,0,0,0,0,2022.0
Emerging Asia,PLW,NGDPD,Palau,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0,0,0,0,2022.0
Emerging Asia,PLW,PPPEX,Palau,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",1,1,1,1,2022.0
Emerging Asia,PLW,NID_NGDP,Palau,Total investment,Percent of GDP,,Source: Ministry of Finance or Treasury Latest actual data: FY2021/22 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: No. Fiscal year data are mapped to calendar year as follows: FY(t-1/t) = CY(t). Start/end months of reporting year: October/September Base year: FY2018/19 Chain-weighted: No Primary domestic currency: US dollar Data last updated: 09/2023,34,42,38,43,2022.0
Emerging Asia,PLW,PCPIPCH,Palau,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",0,1,0,13,2022.0
Emerging Asia,PLW,LP,Palau,Population,Persons,Millions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Primary domestic currency: US dollar Data last updated: 09/2023,0,0,0,0,2021.0
Emerging Asia,PNG,NGDP,Papua New Guinea,"Gross domestic product, current prices",National currency,Billions,Source: National Statistical Office and MOF Latest actual data: 2020 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: No Primary domestic currency: Papua New Guinea kina Data last updated: 09/2023,84,83,92,111,2020.0
Emerging Asia,PNG,NGDPD,Papua New Guinea,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",25,24,26,32,2020.0
Emerging Asia,PNG,PPPEX,Papua New Guinea,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",2,2,3,3,2020.0
Emerging Asia,PNG,PCPIPCH,Papua New Guinea,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",4,5,4,5,2022.0
Emerging Asia,PNG,LP,Papua New Guinea,Population,Persons,Millions,"Source: Ministry of Finance or Treasury, World Bank, and NSO Latest actual data: 2021 Primary domestic currency: Papua New Guinea kina Data last updated: 09/2023",9,9,12,12,2021.0
Emerging Asia,PHL,NGDP,Philippines,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office. accessed via Haver Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Philippine peso Data last updated: 09/2023,19518,17952,19411,22025,2022.0
Emerging Asia,PHL,NGDPD,Philippines,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",377,362,394,404,2022.0
Emerging Asia,PHL,PPPEX,Philippines,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",19,19,19,19,2022.0
Emerging Asia,PHL,NID_NGDP,Philippines,Total investment,Percent of GDP,,Source: National Statistics Office. accessed via Haver Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2018 Chain-weighted: No Primary domestic currency: Philippine peso Data last updated: 09/2023,26,17,21,25,2022.0
Emerging Asia,PHL,PCPIPCH,Philippines,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",2,2,4,6,2022.0
Emerging Asia,PHL,LP,Philippines,Population,Persons,Millions,Source: National Statistics Office. Accessed via Haver Latest actual data: 2022 Primary domestic currency: Philippine peso Data last updated: 09/2023,107,109,110,112,2022.0
